,main_category,word,value,tag
2146,cat2,victor,1,VERB
2145,cat2,reçus,1,VERB
2144,cat2,polypropylene,1,NOUN
2143,cat2,enquete,1,ADJ
2142,cat2,défaut,1,NOUN
2141,cat1,auparavant,1,ADV
2140,cat2,débuter,1,VERB
2139,cat2,lés,1,NOUN
2138,cat2,ressortir,1,VERB
2137,cat1,commettre,1,VERB
2136,cat2,suciter,1,VERB
2135,cat2,implication,1,NOUN
2164,cat1,efficace,1,ADJ
2166,cat2,mdr,1,PRON
2133,cat1,intituler,1,VERB
2167,cat1,augmenter,1,VERB
2197,cat1,solution,1,NOUN
2196,cat1,décu,1,VERB
2195,cat2,aspic,1,ADJ
2194,cat1,dégradation,1,NOUN
2193,cat1,abonnement,1,VERB
2192,cat2,source,1,NOUN
2191,cat2,difficulter,1,VERB
2190,cat2,fidélise,1,ADJ
2189,cat2,enveloppe,1,NOUN
2188,cat2,tiendrai,1,NOUN
2187,cat2,qr,1,DET
2186,cat1,nuire,1,ADJ
2185,cat1,considération,1,NOUN
2184,cat2,voyage,1,NOUN
2183,cat1,hop,1,NOUN
2182,cat1,mem,1,VERB
2181,cat1,café,1,VERB
2180,cat2,aléatoire,1,ADJ
2179,cat2,délibérément,1,ADV
2178,cat2,venteprivee,1,NOUN
2177,cat2,exécrable,1,ADJ
2176,cat2,solder,1,VERB
2175,cat1,travailler,1,VERB
2174,cat1,scandale,1,NOUN
2172,cat1,demi,1,NOUN
2171,cat2,plaid,1,ADJ
2170,cat1,eviter,1,VERB
2169,cat1,permettre,1,VERB
2168,cat2,potentiellement,1,ADV
2134,cat2,rassemblement,1,VERB
2132,cat2,stressant,1,VERB
2068,cat2,bordeaux,1,ADJ
2099,cat2,uber,1,NOUN
2097,cat2,plonger,1,VERB
2096,cat1,trace,1,PROPN
2095,cat1,bande,1,NOUN
2094,cat2,café,1,VERB
2093,cat1,pdg,1,NOUN
2092,cat1,enorme,1,NOUN
2091,cat1,rond,1,VERB
2090,cat1,repoussée,1,VERB
2089,cat1,version,1,NOUN
2088,cat1,entrepôt,1,NOUN
2087,cat2,nuit,1,NOUN
2086,cat1,déconvenue,1,VERB
2085,cat1,débité,1,NOUN
2084,cat2,défecteus,1,AUX
2083,cat2,mets,1,NOUN
2082,cat1,déconditionner,1,VERB
2081,cat2,imaginaire,1,ADJ
2080,cat1,renvoi,1,NOUN
2079,cat2,commandesituation,1,NOUN
2078,cat2,laguiole,1,NOUN
2077,cat2,récent,1,ADJ
2076,cat2,grossir,1,VERB
2075,cat2,publication,1,NOUN
2074,cat2,sommet,1,VERB
2073,cat1,vêtemer,1,VERB
2072,cat2,fripe,1,NOUN
2071,cat1,archi,1,VERB
2070,cat2,déperlant,1,VERB
2069,cat1,paiement,1,VERB
2098,cat1,agir,1,VERB
2100,cat2,fade,1,VERB
2131,cat1,matériau,1,NOUN
2101,cat2,renoncer,1,VERB
2130,cat1,parfaire,1,ADJ
2129,cat1,abus,1,NOUN
2128,cat2,aout,1,ADV
2127,cat2,déplore,1,NOUN
2126,cat2,comptoir,1,VERB
2125,cat2,conformer,1,VERB
2124,cat2,aspurayeur,1,NOUN
2123,cat2,ecran,1,NOUN
2122,cat2,portugal,1,ADJ
2121,cat2,technologie,1,NOUN
2120,cat2,réceptionner,1,VERB
2119,cat2,emenequ,1,NOUN
2118,cat1,saisi,1,VERB
2117,cat1,renseignement,1,VERB
2116,cat2,règlement,1,VERB
2115,cat1,stopper,1,VERB
2114,cat2,entier,1,ADJ
2113,cat2,stérile,1,ADJ
2112,cat2,mensongé,1,VERB
2111,cat2,flexibilité,1,NOUN
2110,cat2,vacancesocamping,1,NOUN
2109,cat2,hygiene,1,NOUN
2108,cat2,exclusivité,1,NOUN
2107,cat1,courtois,1,NOUN
2106,cat1,perte,1,NOUN
2105,cat2,brillant,1,NOUN
2104,cat2,bulle,1,NOUN
2103,cat1,souscrire,1,ADJ
2102,cat2,monstrueux,1,ADJ
1932,cat1,moment,1,NOUN
1930,cat1,réexpédier,1,VERB
1644,cat1,tentation,1,NOUN
1748,cat2,vidéo,1,NOUN
1746,cat2,voix,1,NOUN
1745,cat2,retente,1,ADJ
1744,cat2,scanner,1,VERB
1743,cat2,volontairement,1,ADV
1742,cat1,tabouret,1,NOUN
1741,cat1,savoirattention,1,NOUN
1740,cat2,prepercage,1,NOUN
1739,cat1,rapport,1,NOUN
1738,cat1,apre,1,NOUN
1737,cat1,détacher,1,VERB
1736,cat2,perte,1,NOUN
1735,cat2,désintéresse,1,VERB
1734,cat2,avantageux,1,ADJ
1733,cat1,utiliser,1,VERB
1732,cat1,chèque,1,ADJ
1731,cat2,réservation,1,NOUN
1730,cat2,noyer,1,VERB
1729,cat2,/-,1,VERB
1728,cat2,profiter,1,VERB
1727,cat2,tassimo,1,PROPN
1726,cat2,abîmé,1,NOUN
1725,cat2,trajet,1,NOUN
1724,cat1,bannir,1,VERB
1723,cat2,implacable,1,ADJ
1722,cat2,ameublement,1,ADV
1721,cat1,sérieusement,1,ADV
1720,cat2,aaahhhh,1,NOUN
1719,cat2,destination,1,NOUN
1718,cat1,voler,1,VERB
1747,cat2,obligėe,1,PROPN
1749,cat1,franchement,1,ADV
1715,cat2,bataille,1,NOUN
1750,cat2,sauver,1,VERB
1780,cat2,nux,1,ADJ
1779,cat1,disparu,1,VERB
1778,cat2,xl,1,VERB
1777,cat2,décollent,1,ADV
1776,cat1,lili,1,VERB
1775,cat1,reconditionnée,1,VERB
1774,cat1,hormis,1,VERB
1773,cat1,enseigne,1,NOUN
1772,cat2,recyclage,1,NOUN
1771,cat2,désagrément,1,ADV
1770,cat1,laisser,1,VERB
1769,cat2,accessoire,1,ADJ
1768,cat2,satisfactionje,1,NOUN
1767,cat2,savai,1,NOUN
1766,cat2,élire,1,ADJ
1765,cat2,repayer,1,VERB
1764,cat2,explicite,1,VERB
1763,cat1,dimension,1,NOUN
1762,cat1,règle,1,VERB
1761,cat1,dune,1,ADJ
1760,cat2,logiquement,1,ADV
1759,cat2,fonder,1,VERB
1758,cat2,traité,1,VERB
1757,cat2,assemblage,1,NOUN
1756,cat2,gorgio,1,ADV
1755,cat1,boîtier,1,NOUN
1754,cat1,accès,1,NOUN
1753,cat2,angle,1,NOUN
1752,cat2,gateau,1,NOUN
1716,cat1,bêtise,1,NOUN
1714,cat1,coronavirus,1,NOUN
1782,cat1,achèterai,1,NOUN
1677,cat2,polir,1,VERB
1675,cat1,également,1,ADV
1674,cat1,dédommagement,1,VERB
1673,cat1,patiemment,1,ADV
1671,cat1,scandaleux,1,ADJ
1670,cat2,boycotter,1,VERB
1669,cat2,havaiana,1,PROPN
1667,cat2,/an,1,NOUN
1666,cat2,réutiliser,1,VERB
1665,cat1,négatif,1,NOUN
1664,cat1,esbroufe,1,NOUN
1663,cat1,e-mail,1,NOUN
1662,cat2,jai,1,NOUN
1661,cat1,promesse,1,NOUN
1660,cat2,😲,1,NOUN
1659,cat2,attendai,1,VERB
1658,cat2,clôturer,1,VERB
1657,cat2,communique,1,ADJ
1656,cat2,délaver,1,VERB
1655,cat2,boho,1,NOUN
1654,cat1,période,1,NOUN
1653,cat2,koenig,1,SPACE
1652,cat2,jimmy,1,VERB
1651,cat2,courir,1,VERB
1650,cat1,fantôme,1,VERB
1649,cat1,millier,1,VERB
1648,cat1,cause,1,NOUN
1647,cat2,rejaillira,1,NOUN
1646,cat2,plastic,1,NOUN
1645,cat2,-aine,1,SPACE
1676,cat2,licence,1,NOUN
1678,cat1,repousser,1,VERB
1712,cat2,déballant,1,NOUN
1679,cat2,déconfinement,1,ADV
1711,cat2,ritournelle,1,ADJ
1710,cat1,magasin,1,PROPN
1709,cat2,job,1,AUX
1708,cat2,dépôt,1,NOUN
1707,cat2,suspension,1,NOUN
1706,cat2,vieillot,1,PROPN
1704,cat1,poème,1,VERB
1703,cat2,refourguer,1,VERB
1702,cat2,lee,1,AUX
1701,cat2,dégoûter,1,VERB
1700,cat2,devant,1,ADP
1699,cat2,dune,1,ADJ
1698,cat2,rigole,1,VERB
1697,cat2,financier,1,ADJ
1696,cat2,prolonge,1,ADJ
1167,cat1,entreprise,1,NOUN
1693,cat2,reproche,1,NOUN
1692,cat2,structure,1,NOUN
1691,cat2,suspicion,1,NOUN
1690,cat2,relire,1,VERB
1689,cat2,insupportable,1,ADJ
1688,cat2,chocolat,1,NOUN
1687,cat2,orchestra,1,VERB
1686,cat1,constater,1,VERB
1685,cat1,rayer,1,VERB
1684,cat1,allonger,1,VERB
1683,cat1,priver,1,NOUN
1682,cat2,désignation,1,NOUN
1681,cat2,fuiez,1,NOUN
1781,cat2,bresson,1,NOUN
1783,cat2,remorque,1,ADJ
1929,cat1,éclair,1,ADJ
1895,cat2,glaçon,1,VERB
1893,cat2,emporter,1,VERB
1892,cat1,hugo,1,NOUN
1891,cat1,réparateur,1,NOUN
1890,cat1,commercial,1,ADJ
1888,cat1,travail,1,NOUN
1887,cat1,demain,1,ADV
1886,cat1,perdre,1,VERB
1885,cat1,apprendre,1,VERB
1884,cat1,bain,1,ADJ
1883,cat1,outrer,1,VERB
1882,cat1,téléphone,1,NOUN
1881,cat1,carvajal,1,VERB
1879,cat1,ultra,1,VERB
1878,cat1,mr,1,PROPN
1877,cat1,fille,1,NOUN
1876,cat2,tenue,1,VERB
1875,cat1,valoir,1,VERB
1873,cat1,satisfaire,1,ADJ
1872,cat1,offrir,1,VERB
1870,cat1,atteste,1,VERB
1869,cat1,droit,1,NOUN
1868,cat1,anormal,1,ADJ
1867,cat2,summer,1,VERB
1865,cat2,dysfonctionnement,1,VERB
1864,cat2,jouet,1,ADJ
1863,cat2,respectivement,1,ADV
1862,cat2,acrylique,1,NOUN
1861,cat2,cmsur,1,NOUN
1860,cat1,considérer,1,VERB
1894,cat1,récupérer,1,VERB
1896,cat1,spécial,1,ADJ
1858,cat2,canapé,1,NOUN
1897,cat1,face,1,NOUN
1928,cat1,assurer,1,VERB
1927,cat1,matière,1,NOUN
1926,cat2,escalier,1,VERB
1925,cat1,vulgaire,1,NOUN
1924,cat1,uniquement,1,ADV
1923,cat1,cela,1,PRON
1922,cat1,fête,1,NOUN
1921,cat2,facteur,1,NOUN
1920,cat1,mentionner,1,VERB
1919,cat2,poele,1,NOUN
1918,cat1,luminaire,1,ADJ
1917,cat1,revlon,1,PROPN
1916,cat1,veleda,1,NOUN
1915,cat1,disponible,1,ADJ
1914,cat1,justement,1,ADV
1912,cat2,omelette,1,NOUN
1911,cat1,recommander,1,VERB
1910,cat1,dont,1,PRON
1909,cat1,devoir,1,VERB
1908,cat1,mobile,1,ADJ
1907,cat1,hier,1,ADV
1906,cat1,gls,1,SPACE
1905,cat2,envelopper,1,VERB
1904,cat2,labastid,1,NOUN
1903,cat1,fiable,1,ADJ
1902,cat2,détérioration,1,NOUN
1901,cat1,crémer,1,VERB
1899,cat1,indiquer,1,VERB
1898,cat1,retrouver,1,VERB
1859,cat1,desinstallé,1,NOUN
1857,cat2,dédommagementla,1,VERB
1785,cat1,asseoir,1,VERB
1820,cat2,détailler,1,VERB
1817,cat1,encaisser,1,VERB
1816,cat2,distendre,1,VERB
1815,cat1,ticket,1,NOUN
1814,cat2,sous-marque,1,ADJ
1813,cat1,modeler,1,VERB
1812,cat2,fautej,1,VERB
1810,cat1,relance,1,NOUN
1809,cat1,legging,1,VERB
1808,cat1,comble,1,ADJ
1807,cat2,connaissance,1,NOUN
1805,cat1,bientôt,1,ADV
1804,cat1,chose,1,NOUN
1803,cat1,marge,1,NOUN
1802,cat2,silencer,1,VERB
1801,cat1,uter,1,VERB
1800,cat1,consommation,1,NOUN
1799,cat2,cordonnier,1,NOUN
1798,cat1,rechercher,1,VERB
1797,cat2,outrepasser,1,VERB
1796,cat2,moutarde,1,NOUN
1795,cat1,recommencer,1,VERB
1793,cat1,réclamation,1,NOUN
1792,cat2,craquer,1,VERB
1791,cat1,désinstaller,1,VERB
1790,cat1,certainement,1,ADV
1789,cat1,directement,1,ADV
1788,cat2,doudoune,1,VERB
1787,cat2,armani,1,PROPN
1786,cat2,traçabilité,1,NOUN
1818,cat1,qualitée,1,NOUN
1821,cat2,pong,1,ADJ
1856,cat1,tangible,1,ADJ
1822,cat2,bazar,1,NOUN
1855,cat2,éligible,1,ADJ
1854,cat2,immoral,1,ADJ
1853,cat2,commandej,1,VERB
1852,cat1,lendemain,1,ADJ
1851,cat1,juste,1,ADV
1850,cat2,fluide,1,VERB
1849,cat2,servir,1,ADJ
1848,cat1,complementaire,1,ADJ
1847,cat1,équivalent,1,VERB
1846,cat2,manche,1,NOUN
1845,cat1,respect,1,NOUN
1843,cat2,solution,1,NOUN
1842,cat1,arnaqueur,1,NOUN
1841,cat1,fournisseur,1,NOUN
1840,cat2,montre,1,ADJ
1839,cat1,appareil,1,NOUN
1838,cat2,articleset,1,NOUN
1837,cat2,neter,1,VERB
1836,cat1,suspens,1,NOUN
1835,cat2,xxl,1,NOUN
1834,cat1,parrure,1,NOUN
1832,cat1,iban,1,NOUN
1830,cat2,parking,1,VERB
1829,cat1,suivant,1,ADJ
1828,cat1,garantir,1,VERB
1827,cat2,encre,1,NOUN
1826,cat2,modeler,1,VERB
1825,cat2,diffuser,1,VERB
1824,cat2,emploi,1,NOUN
1695,cat2,absurde,1,VERB
1099,cat2,éternel,1,ADJ
1165,cat1,staub,1,VERB
451,cat1,rangemer,1,VERB
408,cat1,cest,1,VERB
407,cat1,maillot,1,NOUN
406,cat1,devant,1,ADP
405,cat1,tjr,1,ADV
404,cat1,global,1,ADJ
402,cat1,imbiber,1,VERB
400,cat1,lamentable,1,ADJ
398,cat1,rikiki,1,ADJ
397,cat1,calson,1,NOUN
396,cat1,annie,1,NOUN
395,cat1,gillot,1,PROPN
394,cat2,petite-fille,1,NOUN
392,cat1,reclamer,1,VERB
391,cat1,largement,1,ADV
390,cat1,vokr,1,NOUN
388,cat1,instant,1,NOUN
386,cat1,cocotte,1,NOUN
385,cat1,fréquemment,1,ADV
383,cat1,inférieur,1,ADJ
382,cat1,réexpédition,1,NOUN
381,cat1,plaire,1,VERB
380,cat1,plaisir,1,NOUN
379,cat1,douane,1,PROPN
378,cat1,stipuler,1,ADJ
377,cat2,shein,1,NOUN
375,cat1,cassé,1,ADJ
374,cat1,juin,1,NOUN
373,cat1,prévue,1,NOUN
372,cat1,remiere,1,VERB
410,cat1,retrouve,1,VERB
411,cat1,déchiré,1,VERB
416,cat1,questionner,1,VERB
435,cat1,grille,1,NOUN
449,cat1,moitier,1,PROPN
448,cat1,présence,1,NOUN
447,cat2,amovible,1,ADJ
446,cat1,ampoule,1,NOUN
445,cat1,fard,1,NOUN
444,cat1,véleda,1,NOUN
443,cat1,tee,1,ADV
442,cat1,brossette,1,NOUN
441,cat1,procéder,1,VERB
439,cat1,facturer,1,VERB
438,cat1,étai,1,VERB
437,cat1,lexpediteur,1,NOUN
436,cat1,signifier,1,VERB
432,cat1,autoriser,1,VERB
417,cat2,forcer,1,VERB
431,cat2,dovifat,1,VERB
430,cat1,svp,1,VERB
429,cat1,coque,1,ADJ
428,cat2,rafistolé,1,NOUN
427,cat1,flacon,1,NOUN
426,cat1,chaise,1,ADJ
425,cat1,réemballer,1,VERB
424,cat1,simplifier,1,VERB
423,cat1,pensée,1,VERB
421,cat1,pk,1,VERB
420,cat1,irrécupérable,1,ADJ
419,cat2,bac,1,VERB
418,cat1,requête,1,NOUN
371,cat2,authenticité,1,NOUN
370,cat2,marre,1,NOUN
369,cat2,rapidement,1,ADV
315,cat1,égard,1,NOUN
331,cat1,attende,1,ADJ
330,cat1,coûté,1,NOUN
328,cat2,changent,1,ADV
327,cat1,respectéset,1,NOUN
326,cat1,shoroomprivé,1,VERB
325,cat2,imprimer,1,VERB
324,cat2,swatch,1,NOUN
323,cat2,⚠,1,SPACE
321,cat2,´,1,SPACE
319,cat2,intégralité,1,NOUN
318,cat2,bsrvraiment,1,ADV
317,cat2,descriptif,1,NOUN
316,cat1,bonjourje,1,PROPN
314,cat1,combien,1,ADV
333,cat1,plaquer,1,VERB
313,cat2,clairement,1,ADV
312,cat1,o.,1,PROPN
311,cat1,policy,1,VERB
310,cat1,pareille,1,NOUN
309,cat1,kangol,1,NOUN
308,cat2,intérêt,1,NOUN
306,cat1,ajouter,1,VERB
305,cat1,affranchissement,1,ADV
304,cat1,huiler,1,VERB
303,cat1,chaque,1,DET
302,cat1,événement,1,NOUN
301,cat2,sapin,1,VERB
300,cat1,apprend,1,VERB
332,cat1,notebook,1,ADJ
334,cat1,mécontent,1,NOUN
368,cat2,dogo,1,NOUN
354,cat1,bijou,1,ADJ
367,cat2,acier,1,VERB
366,cat2,rideau,1,NOUN
365,cat1,différence,1,NOUN
364,cat1,régulier,1,ADJ
363,cat1,priorité,1,NOUN
362,cat1,compagne,1,VERB
361,cat2,tabouret,1,NOUN
360,cat2,desastre,1,NOUN
359,cat1,bahut,1,PROPN
358,cat2,anti-âge,1,NOUN
357,cat1,garantie,1,NOUN
356,cat1,modification,1,NOUN
355,cat2,annuel,1,ADJ
353,cat1,continuer,1,VERB
335,cat2,culotte,1,NOUN
352,cat1,s.,1,AUX
350,cat1,astuce,1,NOUN
349,cat1,cachemir,1,NOUN
348,cat2,manteau,1,NOUN
344,cat1,d.,1,PROPN
343,cat1,auquel,1,NOUN
342,cat2,catastrophej,1,NOUN
341,cat1,déficier,1,ADJ
340,cat1,reception,1,NOUN
339,cat2,attester,1,VERB
338,cat2,sejour,1,NOUN
337,cat1,collier,1,NOUN
336,cat1,inadmisibl,1,NOUN
450,cat2,etais,1,ADV
452,cat1,dégoûter,1,VERB
298,cat1,ouvertemer,1,VERB
454,cat1,délivrer,1,VERB
557,cat1,banir,1,VERB
556,cat1,insatisfaction,1,NOUN
555,cat1,irréprochable,1,ADJ
554,cat2,prélèvement,1,ADV
553,cat1,difficulté,1,VERB
552,cat1,épuiser,1,VERB
551,cat1,faible,1,ADJ
550,cat2,willemse,1,PROPN
549,cat1,expédiée,1,VERB
548,cat1,renvoyée,1,VERB
547,cat1,nonconforme,1,ADJ
546,cat1,robot,1,VERB
545,cat2,luxueux,1,ADJ
544,cat2,zalando,1,PROPN
543,cat1,fuir,1,NOUN
542,cat2,invendable,1,ADJ
541,cat1,boulot,1,PROPN
540,cat2,sincèremer,1,VERB
539,cat1,catastrophique,1,NOUN
538,cat1,nature,1,NOUN
537,cat1,voisin,1,ADJ
536,cat1,raisonnable,1,ADJ
535,cat1,engagementslamentabl,1,ADP
534,cat1,terminé,1,VERB
533,cat1,exhorbiter,1,VERB
532,cat2,profondément,1,ADV
531,cat1,réécrire,1,ADJ
530,cat2,raccrochage,1,NOUN
529,cat2,foin,1,NOUN
558,cat1,parasol,1,X
559,cat2,inquiete,1,VERB
560,cat2,formulaire,1,ADJ
578,cat2,paquet,1,NOUN
592,cat2,réveiller,1,VERB
591,cat1,intolérable,1,ADJ
590,cat1,enlèvement,1,NOUN
589,cat2,remplu,1,ADJ
588,cat2,médiation,1,NOUN
587,cat1,estl,1,NOUN
586,cat2,concert,1,NOUN
585,cat1,déduction,1,NOUN
584,cat1,cafetière,1,NOUN
583,cat1,piscine,1,NOUN
582,cat1,piece,1,ADJ
581,cat2,eminence,1,NOUN
579,cat1,enfantcommande,1,NOUN
576,cat2,spaquet,1,NOUN
561,cat1,avocat,1,NOUN
575,cat2,travailler,1,VERB
574,cat1,adepte,1,NOUN
573,cat2,ci-dessous,1,ADV
572,cat2,koople,1,NOUN
571,cat2,mariner,1,VERB
570,cat2,offerte,1,NOUN
569,cat1,excepté,1,ADP
568,cat2,noter,1,VERB
567,cat2,boucle,1,NOUN
566,cat2,moulin,1,NOUN
565,cat2,territoire,1,ADJ
564,cat2,deception,1,NOUN
562,cat1,douteur,1,NOUN
528,cat2,gaston,1,PROPN
527,cat2,rencontrer,1,VERB
526,cat1,apeller,1,VERB
472,cat1,sticker,1,VERB
487,cat1,injoingnabl,1,VERB
486,cat1,etiquette,1,NOUN
485,cat2,mi-,1,NOUN
484,cat2,mobilier,1,ADJ
483,cat2,colie,1,VERB
482,cat1,indésirable,1,ADJ
481,cat1,panier,1,NOUN
480,cat1,envoyé,1,VERB
479,cat1,repartit,1,VERB
478,cat1,antivol,1,PROPN
477,cat1,truc,1,NOUN
476,cat2,shampooing,1,ADJ
473,cat1,rester,1,VERB
471,cat1,cordialemer,1,VERB
490,cat2,allongent,1,ADV
470,cat1,porte-feuilles,1,ADJ
468,cat1,affirme,1,VERB
467,cat1,désolé,1,NOUN
466,cat1,m.,1,NOUN
465,cat1,immeuble,1,NOUN
463,cat1,bouteille,1,NOUN
462,cat1,remplacer,1,VERB
460,cat1,réversible,1,ADJ
459,cat1,cap-breton,1,NOUN
458,cat1,semble,1,VERB
457,cat1,extrer,1,VERB
456,cat2,cadre,1,VERB
455,cat1,pacotille,1,NOUN
489,cat1,faillite,1,NOUN
491,cat1,exceptionnellement,1,ADV
525,cat2,définitif,1,NOUN
509,cat2,certifier,1,VERB
524,cat1,détruire,1,NOUN
523,cat1,vpass,1,ADV
522,cat1,precise,1,X
521,cat1,impropre,1,ADJ
520,cat1,hasard,1,NOUN
519,cat1,re-turn,1,NOUN
518,cat1,adressé,1,VERB
517,cat2,prestation,1,NOUN
516,cat1,finie,1,NOUN
514,cat1,defecteux,1,ADJ
513,cat1,☹,1,SCONJ
512,cat1,🏻,1,ADV
511,cat1,étrangement,1,ADV
508,cat2,ubuesque,1,ADJ
492,cat1,compliquétout,1,NOUN
507,cat2,oney,1,ADJ
506,cat1,répéter,1,VERB
505,cat1,réactivité,1,NOUN
503,cat1,collectif,1,ADJ
502,cat1,préconiser,1,VERB
501,cat1,elly,1,ADV
500,cat1,support,1,NOUN
499,cat1,témoignage,1,NOUN
498,cat2,lagostiner,1,VERB
497,cat1,voleur,1,NOUN
496,cat2,gabbana,1,PROPN
494,cat1,fichue,1,NOUN
493,cat1,oeuvre,1,NOUN
299,cat1,accepté,1,ADJ
297,cat2,décomposer,1,VERB
594,cat1,injoignabletéléphone,1,NOUN
152,cat2,code,1,NOUN
111,cat2,bouge,1,NOUN
110,cat1,boxer,1,NOUN
109,cat1,respecterremboursemer,1,VERB
108,cat1,livraiser,1,VERB
107,cat2,reimboursement,1,ADV
106,cat1,hurler,1,NOUN
104,cat1,tonnelle,1,ADJ
103,cat1,incompetentj,1,VERB
102,cat1,interroger,1,VERB
100,cat1,persist,1,ADJ
99,cat1,mrd,1,ADJ
97,cat2,😤,1,ADV
96,cat2,colori,1,VERB
94,cat1,style,1,NOUN
93,cat1,halluciner,1,VERB
92,cat1,pantacourt,1,PROPN
89,cat1,gâchis,1,NOUN
88,cat1,remettrai,1,NOUN
87,cat1,tj,1,VERB
86,cat2,fruit,1,NOUN
85,cat2,bcp,1,NOUN
84,cat2,bonobo,1,NOUN
83,cat2,chronophage,1,NOUN
82,cat1,reçevoir,1,VERB
81,cat1,prelever,1,VERB
80,cat1,comprenn,1,NOUN
79,cat2,cavalier,1,NOUN
78,cat2,investisseur,1,NOUN
77,cat2,basket,1,NOUN
112,cat2,reexpedier,1,VERB
113,cat2,feuillu,1,NOUN
114,cat2,légitime,1,NOUN
132,cat1,appâter,1,VERB
150,cat1,bluf,1,NOUN
147,cat2,poucette,1,NOUN
146,cat1,amateur,1,NOUN
144,cat1,rater,1,VERB
143,cat2,atterrir,1,VERB
142,cat2,localisation,1,NOUN
141,cat2,région,1,NOUN
140,cat2,pantalon,1,ADJ
138,cat2,titulaire,1,NOUN
137,cat1,ouverture,1,NOUN
136,cat1,lesdélai,1,NOUN
135,cat2,aspirateur,1,NOUN
134,cat2,polo,1,VERB
131,cat1,showrompriver,1,VERB
115,cat2,perfect,1,ADJ
130,cat1,préavis,1,VERB
129,cat1,illégalité,1,NOUN
128,cat2,sous-traitance,1,NOUN
127,cat2,incompréhension,1,NOUN
126,cat2,raboter,1,VERB
125,cat2,réclamer,1,VERB
124,cat1,digne,1,ADJ
123,cat1,emmerder,1,VERB
121,cat1,commune,1,NOUN
119,cat1,pseudo,1,NOUN
118,cat1,décrire,1,ADJ
117,cat2,intuitif,1,ADJ
116,cat2,rue,1,NOUN
76,cat2,tellement,1,ADV
75,cat2,crochet,1,PROPN
74,cat1,armoir,1,VERB
19,cat1,reduc,1,VERB
34,cat2,canape,1,NOUN
33,cat1,extrêmement,1,ADV
32,cat1,impatient,1,VERB
31,cat1,inquiéter,1,VERB
30,cat2,😠,1,VERB
29,cat1,emballée,1,NOUN
28,cat1,ignore,1,VERB
27,cat2,émail,1,NOUN
26,cat2,box,1,NOUN
25,cat1,bruit,1,NOUN
24,cat2,lâche,1,NOUN
23,cat1,showroopriver,1,VERB
22,cat2,shooroompriver,1,VERB
18,cat2,mordre,1,VERB
36,cat1,envoie,1,VERB
17,cat1,coude,1,NOUN
16,cat1,actualiser,1,VERB
14,cat1,ceinture,1,NOUN
13,cat1,matériel,1,NOUN
12,cat1,éditer,1,VERB
11,cat1,supercherie,1,NOUN
9,cat1,vernis,1,PROPN
8,cat1,😔,1,NOUN
7,cat2,déconner,1,VERB
6,cat1,acquérir,1,VERB
5,cat2,collier,1,NOUN
4,cat2,buffet,1,NOUN
3,cat1,royaume,1,PROPN
35,cat2,reler,1,VERB
38,cat1,manufacturer,1,VERB
71,cat1,gruhier,1,NOUN
57,cat1,acheterer,1,VERB
70,cat1,lebon,1,ADJ
69,cat1,babylis,1,ADJ
68,cat1,tailler,1,VERB
67,cat2,mèr,1,NOUN
66,cat2,livraisonau,1,ADJ
65,cat2,recoller,1,VERB
64,cat1,caractéristique,1,NOUN
63,cat2,mentir,1,ADJ
62,cat1,procès,1,NOUN
61,cat1,malgrè,1,NOUN
60,cat2,tjr,1,ADV
59,cat2,reculer,1,VERB
58,cat2,journee,1,NOUN
56,cat2,balmain,1,NOUN
39,cat1,couette,1,NOUN
55,cat2,payant,1,VERB
54,cat2,préjudice,1,NOUN
53,cat2,enchaîner,1,VERB
51,cat2,arnarqu,1,NOUN
50,cat1,consécutif,1,NOUN
49,cat1,néer,1,VERB
48,cat1,abandonne,1,VERB
47,cat2,tchat,1,NOUN
45,cat2,carpette,1,NOUN
44,cat1,profil,1,VERB
42,cat2,your,1,NOUN
41,cat1,rétorquer,1,VERB
40,cat2,affiler,1,VERB
151,cat1,interrogation,1,NOUN
153,cat2,abonnement,1,VERB
295,cat2,enregistrer,1,VERB
154,cat1,vaisselle,1,ADJ
258,cat2,foutu,1,ADJ
257,cat2,majoritairement,1,ADV
256,cat1,tableau,1,NOUN
255,cat1,courriez,1,VERB
254,cat1,carteem,1,ADJ
253,cat2,aucunes,1,PROPN
251,cat2,galèr,1,ADJ
250,cat2,compresser,1,VERB
249,cat2,bagu,1,ADJ
248,cat1,vitretrès,1,ADV
246,cat2,luna,1,ADJ
245,cat2,dérnière,1,NOUN
244,cat1,probléme,1,NOUN
243,cat1,arnaquesnuméro,1,NOUN
242,cat2,plume,1,ADJ
241,cat1,annulée,1,VERB
240,cat2,cacher,1,VERB
239,cat2,🤨,1,VERB
238,cat2,roue,1,VERB
237,cat2,quils,1,AUX
236,cat2,auchan,1,NOUN
234,cat2,invendus,1,VERB
233,cat1,déplacement,1,ADV
232,cat1,chambre,1,NOUN
231,cat1,originalité,1,NOUN
230,cat2,showroomprivee,1,VERB
229,cat1,méfiez,1,NOUN
227,cat1,cadran,1,NOUN
226,cat2,cadence,1,NOUN
259,cat1,dispose,1,VERB
260,cat2,résidence,1,NOUN
261,cat2,jurer,1,VERB
278,cat2,adresser,1,VERB
293,cat1,choquer,1,VERB
292,cat1,fuirproduit,1,NOUN
290,cat1,suivit,1,NOUN
289,cat2,reçueaucun,1,ADJ
288,cat1,🤣,1,NOUN
287,cat1,abser,1,VERB
